,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable
9014,47845863.0,1.0,0.99,16.0,16.0,1.0,1.0,1.0,1.0,197.0,1.0,365,24,50,245,6.0,6.0,0.0,4.8,4.67,4.8,4.5,4.67,4.67,4.83,0.7,26/09/2024,10 camas chicas terr Â· Cama en Dormitorio,"If you are looking for an ideal accommodation for summer trips to CDMX, you are coming to one of the CDMX festivals or you are probably planning your New Year's trip, then this Christmas Airbnb in CDMX is ideal and fits for all the possible travel options you have, we will be happy to be able to accompany you in whatever your reason for travel is this last half of 2023.<br />You will not have to worry about anything, just enjoy yourself to the fullest, we take care of everything else.",SIN INFORMACION,https://a0.muscache.com/pictures/prohost-api/Hosting-47845863/original/433e1e7a-8cfe-47c9-9825-3362b565fff4.jpeg,Casa Mx,20/02/2019,"Soy un hombre joven, moderno, con experiencia en el lugar en el que vivo y aventurero, pero sobre todo soy un apasionado del servicio, estoy orgulloso de mi entorno por su cultura, folklor y la vida diaria, me gusta inspirar a otros a conectar con Ã©l y aprovechar todo lo que Ã©ste ofrece.",within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Room in hostel,Hotel room,1 shared bath,"[""Shared patio or balcony"", ""Wifi"", ""Paid washer \u2013 In building"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Blender"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Gym"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,05/06/2024,SIN INFORMACION,t
22827,1.12e+18,1.0,1.0,22.0,31.0,4.0,2.0,2.0,2.0,1093.1,1.0,1125,30,60,364,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,ZÃ³calo Adventures! 2 Terrace King Units - Shuttle,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118176724690604169/original/c2e13649-da9f-4b8c-bb66-4f07415f3515.jpeg,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22828,1.12e+18,1.0,1.0,22.0,31.0,4.0,2.0,2.0,2.0,1093.1,1.0,1125,30,60,364,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,2 Luxury Units | Designer Rooms with City Vistas,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118176774826797541/original/e3fbe23a-e2cf-406d-a412-46fee20b6b18.jpeg,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22839,1.12e+18,1.0,1.0,22.0,31.0,6.0,3.0,3.0,3.0,1093.1,1.0,1125,30,60,364,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,3 Skyline Terrace Kings - Stroll Parque MÃ©xico!,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118182953815153769/original/05fd75de-d501-498c-ba3c-74ef437807d4.png,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22913,1.12e+18,1.0,1.0,22.0,31.0,2.0,1.0,1.0,1.0,1093.1,1.0,1125,22,48,352,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,"Pets Welcome, Spa - Near El Pendulo Bookstore!","The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118120677165122021/original/25b02c18-f006-4d3c-ab49-2236f5ea6c13.png,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22922,1.12e+18,1.0,1.0,22.0,31.0,6.0,3.0,3.0,3.0,1093.1,1.0,1125,29,59,363,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,3 Units | Cosmopolitan Comfort in Mexico City,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118168393291847001/original/53218c85-f0ba-4bc8-9539-37981574dd74.jpeg,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22923,1.12e+18,1.0,1.0,22.0,31.0,6.0,3.0,3.0,3.0,1093.1,1.0,1125,21,47,351,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,3 Std King Rooms w/ Spa - Steps from Parque MÃ©xico,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118173216727497991/original/1d107847-51f9-4f00-802c-d022d4f2b96a.png,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22924,1.12e+18,1.0,1.0,22.0,31.0,2.0,1.0,1.0,1.0,1093.1,1.0,1125,30,60,364,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Spa Hotel w/ Yoga - Explore Plaza Popocatepetl!,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118175839510356501/original/dbd52225-acd6-42cd-9d01-f43029eeee1a.png,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22925,1.12e+18,1.0,1.0,22.0,31.0,2.0,1.0,1.0,1.0,1093.1,1.0,1125,30,60,364,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Chic Condesa Stay w\ Rooftop Views,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118175965894565797/original/12279828-83a3-4d23-8ac1-d941ca20270e.jpeg,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22926,1.12e+18,1.0,1.0,22.0,31.0,4.0,2.0,2.0,2.0,1093.1,1.0,1125,22,48,352,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Mexico City Luxury Oasis with Pool | 2 Units,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monumento a los NiÃ±os HÃ©roes - 1.8 miles; <br />- Palacio de Bellas Artes - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- Museo Nacional de AntropologÃ­a - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles.,https://a0.muscache.com/pictures/prohost-api/Hosting-1118176220387018952/original/ff1adbb1-d377-4356-8a88-58f342763185.png,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
22927,1.12e+18,1.0,1.0,22.0,31.0,4.0,2.0,2.0,2.0,1093.1,1.0,1125,30,60,364,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,2 Superior King Suites w/ Spa - Mexico City Charms,"The hotel is situated in a lively metropolis in Mexico City where a variety of iconic attractions beckon. The verdant Parque MÃ©xico is a stone's throw away, while the Casa Lamm Cultural Center, regularly showcases exhibitions. Plaza Popocatepetl offers a mix of local shops and eateries, the area is a blend of cultural, historical, and modern attractions.",- Parque MÃ©xico - 0.3 miles; <br />- El Pendulo (bookstore & cafÃ©) - 0.4 miles; <br />- Casa Lamm Cultural Center - 0.5 miles; <br />- Plaza Popocatepetl - 0.6 miles; <br />- Monument to the Children Heroes - 1.8 miles; <br />- Fine Arts Palace - 2.9 miles; <br />- ZÃ³calo (Main Square) - 3.1 miles; <br />- Chapultepec Castle - 3.2 miles; <br />- National Museum of Anthropology - 3.3 miles; <br />- Benito JuÃ¡rez International Airport - 6.8 miles,https://a0.muscache.com/pictures/prohost-api/Hosting-1118176678749693668/original/bd9ceb4f-8898-4ee8-a698-2414a0e056e8.png,Mondrian Mexico City,20/11/2023,SIN INFORMACIO,within a few hours,f,['phone'],t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in hotel,Hotel room,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
