,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable
3332,24272530.0,1.0,1.0,9.0,12.0,1.0,1.0,1.0,1.0,413.0,1.0,60,28,58,363,8.0,0.0,0.0,4.88,4.9,4.88,4.63,4.88,4.63,4.88,0.11,25/09/2024,"TRENDY HOSTEL / Yes we speak English, Welcome !!!",SIN INFORMACION,SIN INFORMACION,https://a0.muscache.com/pictures/7ca3df9a-462a-4e66-be57-fb26d221d9a8.jpg,Ignacio,02/02/2017,SIN INFORMACIO,within a few hours,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Dryer"", ""Iron"", ""Washer"", ""Wifi"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Breakfast"", ""Host greets you"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,19/10/2019,SIN INFORMACION,f
3437,24540559.0,1.0,1.0,2.0,2.0,1.0,1.5,1.0,1.0,350.0,3.0,20,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Cuarto para profesionista independiente,"Beautiful house in private with 24 hour security surveillance and CCTV service with remote access, you can rent the necessary rooms, includes vegetarian breakfast every morning","Victor's place is in Mexico City, Mexico.<br />Very close to UIC University, CU, access roads to the Supervia, Insurgentes Sur, Tlalpan and PerifÃ©rico, nearby shopping malls Perisur, Patio Tlalpan, Gran Sur, the beautiful center of Tlalpan is a very nice place and recommended to visit",https://a0.muscache.com/pictures/e152a4a9-e178-4a14-ae91-4da554e1d9f6.jpg,Victor,10/06/2016,SIN INFORMACIO,SIN INFORMACION,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in home,Shared room,1.5 shared baths,"[""Free parking on premises"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Gym"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Hangers""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
3766,26687899.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,1511.6,1.0,15,0,0,0,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Departamento con balcÃ³n muy acogedor,One block from the Venustiano Carranza store is close to a Sanborns bakery shops Walmart Mercado Cocktails inexpensive kitchens very close to the Sound Market and 10 minutes from the historic center is close to the Park of Illustres and the Fray Servando metro is close to the Fray Servando metro,SIN INFORMACION,https://a0.muscache.com/pictures/1eacb73f-4795-4893-ac61-3ecdc0ac6b1d.jpg,Karina,15/12/2015,SIN INFORMACIO,SIN INFORMACION,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in dorm,Shared room,1 shared bath,"[""Dryer"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Gym"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer""]",SIN INFORMACION,SIN INFORMACION,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
3788,26772017.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1300.0,1.0,7,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Escape in the forest,My partner and I live here. We occupy the ground floor of a house in the forest. The main room has a king bed and bathroom; Here we have our closet. In another adjacent space is the living room and dining room. We sleep in the second room inside this one; next to it is a separate space with a matrimonial bed; both are separated from the living room by a cancel. We can prepare an individual mattress if you prefer in the room as well.,"The Town of Santa Rosa Xochiac was founded in 1704, the main church, of later time, conserves valuable treasures in decorative art and painting. The market and the streets have their charm. The main attraction of the town is the National Park Desierto de los Leones, ecological and tourist park suitable for various recreational and sports activities.<br />Within the Desert is the first convent founded in Mexico City in the mid-seventeenth century. You can access inside to know the convent life and the history of the Forest.",https://a0.muscache.com/pictures/5901e37f-0ae6-4f7c-8800-8bdc2af63a9c.jpg,David,08/05/2015,Soy artista visual. He tenido la portunidad de presentar mi trabajo en los museos mÃ¡s importantes del paÃ­s. Me dedico al arte digital. ,SIN INFORMACION,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in guest suite,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Wifi"", ""Host greets you"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Backyard"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dryer"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""Game console"", ""Patio or balcony"", ""Bed linens"", ""Extra pillows and blankets"", ""Smoking allowed"", ""Single level home""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
3914,27656261.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1511.6,1.0,6,0,0,0,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,HabitaciÃ³n muy cÃ³moda y segura.En casa de 3 pisos.,"Three stories house, offering a room for 1 or 2 people.You can be in the kitchen, living room, smoking or billiards. Opposite there is a shop and a 5-minute walk away is the famous ""Village of San BernabÃ©"". There you will find shops of all kinds. We are an hour's drive from CDMX's Historic Center. <br /><br />In addition to offering the home for your stay in the City, I also offer you the guide service to enjoy more interesting, historical, cultural spaces and more.",SIN INFORMACION,https://a0.muscache.com/pictures/27c6aa3d-3a5e-4a15-831a-b9bae26bc208.jpg,Oscar AndrÃ©s,10/08/2018,"Soy un joven emprendedor que estÃ¡ alquilando su habitaciÃ³n. Trabajo y estudio en E- Comers Interactivo. Mis estudios los realizo en una escuela privada de la CDMX. 

Adoro el football Americano, los sapos y estar con la familia. 
Mi libro favorito es ""El Ãºltimo Encuentro"". Me gusta leer ficciÃ³n y tambiÃ©n soy amante de todas las Artes. 

Me gusta conocer gente, salir a divertirme y conocer lugares nuevos. 

Mi cantante favorito es Luis Miguel y en general no puedo vivir sin mÃºsica.  

Estoy seguro que como AnfitriÃ³n se va a sentir como en casa. Ya que mi familia y un servidor somos muy amables y respetuosos. 

Preferentemente, me gustarÃ­a conocer extranjeros, ya que en gran medida por lo que estoy usando esta herramienta ""AirBnB"" es debido a que me interesa mucho conocer gente con distinto bagaje cultural.  

Yo creo que el respeto, la familia y la armonÃ­a son de mis palabras favoritas. ",SIN INFORMACION,f,['phone'],t,f,SIN INFORMACION,Shared room in home,Shared room,2 shared baths,"[""Dryer"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Free parking on premises"", ""Indoor fireplace"", ""Exterior security cameras on property"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoking allowed"", ""Hair dryer""]",SIN INFORMACION,SIN INFORMACION,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
4190,29219909.0,1.0,1.0,9.0,12.0,1.0,1.0,1.0,1.0,413.0,1.0,60,30,60,365,11.0,0.0,0.0,4.64,4.64,4.64,4.9,4.55,4.64,4.64,0.15,25/09/2024,Trendy Back Packer / Yes we speak English,SIN INFORMACION,SIN INFORMACION,https://a0.muscache.com/pictures/565f5481-a744-4fe4-b7a0-ca9406a412e6.jpg,Ignacio,02/02/2017,SIN INFORMACIO,within a few hours,f,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Dryer"", ""Iron"", ""Washer"", ""Wifi"", ""TV with standard cable"", ""Breakfast"", ""Host greets you"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,20/11/2022,SIN INFORMACION,f
4982,32822267.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,1.4,1093.1,1.6,180,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Recamaras amuebladas,SIN INFORMACION,SIN INFORMACION,https://a0.muscache.com/pictures/076e65af-c874-456c-9b57-be0a2336eeec.jpg,Edmundo,05/03/2019,Me dedico en la cdmx a conseguir habitaciones amuebladas a gente que vienen del interior de la RepÃºblica mexicana o extranjeros que vienen a estudiar o trabajar. ,SIN INFORMACION,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Dryer"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Hangers""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
4992,32842972.0,1.0,0.99,16.0,16.0,1.0,1.5,1.0,1.0,305.0,1.0,1125,29,59,255,22.0,0.0,0.0,4.5,4.77,4.8,4.91,4.59,4.68,4.59,0.33,25/09/2024,Shared room very economy and close to CDMX center,"If you are looking for an ideal accommodation for summer trips to CDMX, you are coming to one of the CDMX festivals or you are probably planning your end of year trip, then this Christmas Airbnb in CDMX is ideal and fits for everyone. the possible travel options you have, we will be happy to accompany you on whatever your reason for traveling is this last half of 2023.<br />You won't have to worry about anything, just enjoy yourself to the fullest, we'll take care of everything else","Getting around the place is very easy, nearby is the zÃ³calo metro, walking to learn more about the place and the cultures that are kept there is also a good option or enjoy a trip on the CDMX Turibus with the best guides .",https://a0.muscache.com/pictures/miso/Hosting-32842972/original/ac65ff73-f62f-4eb0-b878-98107b63069f.jpeg,Casa Mx,20/02/2019,"Soy un hombre joven, moderno, con experiencia en el lugar en el que vivo y aventurero, pero sobre todo soy un apasionado del servicio, estoy orgulloso de mi entorno por su cultura, folklor y la vida diaria, me gusta inspirar a otros a conectar con Ã©l y aprovechar todo lo que Ã©ste ofrece.",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in hostel,Shared room,1.5 shared baths,"[""Shared patio or balcony"", ""Wifi"", ""Paid washer \u2013 In building"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Cooking basics"", ""Paid parking off premises"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,16/01/2023,SIN INFORMACION,t
4993,32843504.0,1.0,0.99,16.0,16.0,1.0,1.5,1.0,1.0,246.0,1.0,1125,28,57,253,82.0,13.0,0.0,4.6,4.68,4.8,4.76,4.62,4.73,4.65,1.21,25/09/2024,centric Shared Room 5 min Fine Arts,"If you are looking for an ideal accommodation for summer trips to CDMX, you are coming to one of the CDMX festivals or you are probably planning your end of year trip, then this Christmas Airbnb in CDMX is ideal and fits for everyone. the possible travel options you have, we will be happy to accompany you on whatever your reason for traveling is this last half of 2023.<br />You won't have to worry about anything, just enjoy yourself to the fullest, we'll take care of everything else","We are a few steps from the oldest garden in Mexico, the Alameda Central. It is called that because of the large number of Poplars planted on the Avenues of Hidalgo and JuÃ¡rez. Once there, you will come across the Palace of Fine Arts, the Torre Latinoamericana and the heart of CDMX, the center. We areYourConnection",https://a0.muscache.com/pictures/5ac47439-82fa-40df-b518-0ffd423a15a0.jpg,Casa Mx,20/02/2019,"Soy un hombre joven, moderno, con experiencia en el lugar en el que vivo y aventurero, pero sobre todo soy un apasionado del servicio, estoy orgulloso de mi entorno por su cultura, folklor y la vida diaria, me gusta inspirar a otros a conectar con Ã©l y aprovechar todo lo que Ã©ste ofrece.",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in hostel,Shared room,1.5 shared baths,"[""Shared patio or balcony"", ""Wifi"", ""Paid washer \u2013 In building"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Cooking basics"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,15/05/2024,SIN INFORMACION,t
4994,32843672.0,1.0,0.99,16.0,16.0,1.0,1.0,1.0,1.0,301.0,1.0,1125,28,56,252,90.0,5.0,0.0,4.66,4.74,4.49,4.86,4.58,4.73,4.68,1.34,25/09/2024,Hostel room in the center of CDMX,"If you are looking for an ideal accommodation for summer trips to CDMX, you are coming to one of the CDMX festivals or you are probably planning your end of year trip, then this Christmas Airbnb in CDMX is ideal and fits for everyone. the possible travel options you have, we will be happy to accompany you on whatever your reason for traveling is this last half of 2023.<br />You won't have to worry about anything, just enjoy yourself to the fullest, we'll take care of everything else","We are a few steps from the oldest garden in Mexico, the Alameda Central. It is called that because of the large number of Poplars planted on the Avenues of Hidalgo and JuÃ¡rez. Once there, you will come across the Palace of Fine Arts, the Torre Latinoamericana and the heart of CDMX, the center. We are Your Connection",https://a0.muscache.com/pictures/miso/Hosting-32843672/original/455c2091-420d-4272-a6d9-6ebc6183ee32.jpeg,Casa Mx,20/02/2019,"Soy un hombre joven, moderno, con experiencia en el lugar en el que vivo y aventurero, pero sobre todo soy un apasionado del servicio, estoy orgulloso de mi entorno por su cultura, folklor y la vida diaria, me gusta inspirar a otros a conectar con Ã©l y aprovechar todo lo que Ã©ste ofrece.",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in hostel,Shared room,1 shared bath,"[""Shared patio or balcony"", ""Wifi"", ""Paid washer \u2013 In building"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Coffee maker"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Cooking basics"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,13/07/2024,SIN INFORMACION,t
4995,32843914.0,1.0,0.99,16.0,16.0,1.0,1.5,1.0,1.0,197.0,1.0,1125,27,56,252,125.0,10.9,1.0,4.53,4.59,4.8,4.76,4.6,4.65,4.69,1.86,25/09/2024,Shared room close to Almeda central CDMX,"If you are looking for an ideal accommodation for summer trips to CDMX, you are coming to one of the CDMX festivals or you are probably planning your New Year's trip, then this Christmas Airbnb in CDMX is ideal and fits for all the possible travel options you have, we will be happy to be able to accompany you in whatever your reason for travel is this last half of 2023.<br />You will not have to worry about anything, just enjoy yourself to the fullest, we take care of everything else.","We are a few steps from the oldest garden in Mexico, the Alameda Central. It is called that because of the large number of Poplars planted on the Avenues of Hidalgo and JuÃ¡rez. Once there, you will come across the Palace of Fine Arts, the Torre Latinoamericana and the heart of CDMX, the center. We areYourConnection",https://a0.muscache.com/pictures/miso/Hosting-32843914/original/188db209-3ae0-4ae1-874d-9e89199d2f77.jpeg,Casa Mx,20/02/2019,"Soy un hombre joven, moderno, con experiencia en el lugar en el que vivo y aventurero, pero sobre todo soy un apasionado del servicio, estoy orgulloso de mi entorno por su cultura, folklor y la vida diaria, me gusta inspirar a otros a conectar con Ã©l y aprovechar todo lo que Ã©ste ofrece.",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in hostel,Shared room,1.5 shared baths,"[""Wifi"", ""Private patio or balcony"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Backyard"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Bed linens"", ""Kitchen"", ""BBQ grill"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,03/09/2024,SIN INFORMACION,t
4997,32844871.0,1.0,0.99,16.0,16.0,1.0,1.5,1.0,1.0,197.0,1.0,1125,28,58,254,40.0,33.0,3.0,4.8,4.9,4.8,4.78,4.6,4.63,4.63,0.6,25/09/2024,Shared room very central in CDMX,"If you are looking for an ideal accommodation for summer trips to CDMX, you are coming to one of the CDMX festivals or you are probably planning your New Year's trip, then this Christmas Airbnb in CDMX is ideal and fits for all the possible travel options you have, we will be happy to be able to accompany you in whatever your reason for travel is this last half of 2023.<br />You will not have to worry about anything, just enjoy yourself to the fullest, we take care of everything else.","We are a few steps from the oldest garden in Mexico, the Alameda Central. It is called that because of the large number of Poplars planted on the Avenues of Hidalgo and JuÃ¡rez. Once there, you will come across the Palace of Fine Arts, the Torre Latinoamericana and the heart of CDMX, the center. We areYourConnection",https://a0.muscache.com/pictures/miso/Hosting-32844871/original/4653e395-880b-4e49-b0f9-5bf4216aa8f8.jpeg,Casa Mx,20/02/2019,"Soy un hombre joven, moderno, con experiencia en el lugar en el que vivo y aventurero, pero sobre todo soy un apasionado del servicio, estoy orgulloso de mi entorno por su cultura, folklor y la vida diaria, me gusta inspirar a otros a conectar con Ã©l y aprovechar todo lo que Ã©ste ofrece.",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in hostel,Shared room,1.5 shared baths,"[""Shared patio or balcony"", ""Wifi"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Self check-in"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,08/09/2024,SIN INFORMACION,t
